i,promotion,gamma
7045,medium,1.35912891
7046,medium,1.272751707
7047,medium,1.359690014
7048,medium,1.219386435
7049,medium,1.307832696
7050,medium,1.392928917
7051,medium,1.349522944
7052,medium,1.312579259
7053,medium,1.297567322
7054,medium,1.392174077
7055,medium,1.270995505
7056,medium,1.239345327
7057,medium,1.355577799
7058,medium,1.308583414
7059,medium,1.375374688
7060,medium,1.258932443
7061,medium,1.235662954
7062,medium,1.228914724
7063,medium,1.222490823
7064,medium,1.229857729
7065,medium,1.370548591
7066,medium,1.200036479
7067,medium,1.34929066
7068,medium,1.366093953
7069,medium,1.355101904
7070,medium,1.289416988
7071,medium,1.303480598
7072,medium,1.389655856
7073,medium,1.386432164
7074,medium,1.385615355
7075,medium,1.39637449
7076,medium,1.396616256
7077,medium,1.398980829
7078,medium,1.339030318
7079,medium,1.391480436
7080,medium,1.389918226
7081,medium,1.252525048
7082,medium,1.21018885
7083,medium,1.298825259
7084,medium,1.299124852
7085,medium,1.251817463
7086,medium,1.306702538
7087,medium,1.214489576
7088,medium,1.392119222
7089,medium,1.202041432
7090,medium,1.218151728
7091,medium,1.274575518
7092,medium,1.372975359
7093,medium,1.231710664
7094,medium,1.237471712
7095,medium,1.261361524
7096,medium,1.213286488
7097,medium,1.288431393
7098,medium,1.232792396
7099,medium,1.202634425
7100,medium,1.263946257
7101,medium,1.323433129
7102,medium,1.31251819
7103,medium,1.293698248
7104,medium,1.353472411
7105,medium,1.263848219
7106,medium,1.226274822
7107,medium,1.325312772
7108,medium,1.302825275
7109,medium,1.385685125
7110,medium,1.274742705
7111,medium,1.292844087
7112,medium,1.269332886
7113,medium,1.270047748
7114,medium,1.289022088
7115,medium,1.296155987
7116,medium,1.295758475
7117,medium,1.222951128
7118,medium,1.295497963
7119,medium,1.326633491
7120,medium,1.263957016
7121,medium,1.301524344
7122,medium,1.390529683
7123,medium,1.352828471
7124,medium,1.34629042
7125,medium,1.323121908
7126,medium,1.317780091
7127,medium,1.234176777
7128,medium,1.224713067
7129,medium,1.341749096
7130,medium,1.302103834
7131,medium,1.207897574
7132,medium,1.257382708
7133,medium,1.213941812
7134,medium,1.3089573
7135,medium,1.356306817
7136,medium,1.242899755
7137,medium,1.345574942
7138,medium,1.331113619
7139,medium,1.236492421
7140,medium,1.305186355
7141,medium,1.392011919
7142,medium,1.275425442
7143,medium,1.282553493
7144,medium,1.265700174
7145,medium,1.243866233
7146,medium,1.324769058
7147,medium,1.245891879
7148,medium,1.222846931
7149,medium,1.3766872
7150,medium,1.395870088
7151,medium,1.31434121
7152,medium,1.304600478
7153,medium,1.251183489
7154,medium,1.29651315
7155,medium,1.255996311
7156,medium,1.310266716
7157,medium,1.216189231
7158,medium,1.342375881
7159,medium,1.290792081
7160,medium,1.20229274
7161,medium,1.314514963
7162,medium,1.351714444
7163,medium,1.204267032
7164,medium,1.307034012
7165,medium,1.330902029
7166,medium,1.358082391
7167,medium,1.288390819
7168,medium,1.313781441
7169,medium,1.243842718
7170,medium,1.323807866
7171,medium,1.347937146
7172,medium,1.303383799
7173,medium,1.28143002
7174,medium,1.218842159
7175,medium,1.37240621
7176,medium,1.39658588
7177,medium,1.300413842
7178,medium,1.22182414
7179,medium,1.385107101
7180,medium,1.354344303
7181,medium,1.296015334
7182,medium,1.268696463
7183,medium,1.355986319
7184,medium,1.351727246
7185,medium,1.275485454
7186,medium,1.36856991
7187,medium,1.216252648
7188,medium,1.246302865
7189,medium,1.365373583
7190,medium,1.323901143
7191,medium,1.249226419
7192,medium,1.356331288
7193,medium,1.237057041
7194,medium,1.282995656
7195,medium,1.297915778
7196,medium,1.307026832
7197,medium,1.371067173
7198,medium,1.311732886
7199,medium,1.210777102
7200,medium,1.342578619
7201,medium,1.386189338
7202,medium,1.24806709
7203,medium,1.379668118
7204,medium,1.220459232
7205,medium,1.262686799
7206,medium,1.308694786
7207,medium,1.379964138
7208,medium,1.248368241
7209,medium,1.314031946
7210,medium,1.322325204
7211,medium,1.265858833
7212,medium,1.241838834
7213,medium,1.297502921
7214,medium,1.388168362
7215,medium,1.259161587
7216,medium,1.354752341
7217,medium,1.35477413
7218,medium,1.220644599
7219,medium,1.334603537
7220,medium,1.315274801
7221,medium,1.302747111
7222,medium,1.222020327
7223,medium,1.304666801
7224,medium,1.311478713
7225,medium,1.287607366
7226,medium,1.242999149
7227,medium,1.372054356
7228,medium,1.369653815
7229,medium,1.359084393
7230,medium,1.246019542
7231,medium,1.230411508
7232,medium,1.386119192
7233,medium,1.272444764
7234,medium,1.25349913
7235,medium,1.218068077
7236,medium,1.394829482
7237,medium,1.377989964
7238,medium,1.396263572
7239,medium,1.360339769
7240,medium,1.338706818
7241,medium,1.291901162
7242,medium,1.250868287
7243,medium,1.270806762
7244,medium,1.23016729
7245,medium,1.398214966
7246,medium,1.29072501
7247,medium,1.210317275
7248,medium,1.272672674
7249,medium,1.227092401
7250,medium,1.390611535
7251,medium,1.343420052
7252,medium,1.209823952
7253,medium,1.207124109
7254,medium,1.241262853
7255,medium,1.279016371
7256,medium,1.389166685
7257,medium,1.204409998
7258,medium,1.322470215
7259,medium,1.235700907
7260,medium,1.361965452
7261,medium,1.216047976
7262,medium,1.244027067
7263,medium,1.326558912
7264,medium,1.21915042
7265,medium,1.214012819
7266,medium,1.256693301
7267,medium,1.235282196
7268,medium,1.330895874
7269,medium,1.261926767
7270,medium,1.2884203
7271,medium,1.286027013
7272,medium,1.264212867
7273,medium,1.225070208
7274,medium,1.293693614
7275,medium,1.243737627
7276,medium,1.2134643
7277,medium,1.314032041
7278,medium,1.298992019
7279,medium,1.381599257
7280,medium,1.202449703
7281,medium,1.248772044
7282,medium,1.384336619
7283,medium,1.314189623
7284,medium,1.356161685
7285,medium,1.310312161
7286,medium,1.303752185
7287,medium,1.288616856
7288,medium,1.346120612
7289,medium,1.393341195
7290,medium,1.304536855
7291,medium,1.283310957
7292,medium,1.210661277
7293,medium,1.249528309
7294,medium,1.301887628
7295,medium,1.372289006
7296,medium,1.215306592
7297,medium,1.308724645
7298,medium,1.323111921
7299,medium,1.25877161
7300,medium,1.310499723
7301,medium,1.39732911
7302,medium,1.256289551
7303,medium,1.229156622
7304,medium,1.225547485
7305,medium,1.207419765
7306,medium,1.318427894
7307,medium,1.307573095
7308,medium,1.395089401
7309,medium,1.398552979
7310,medium,1.384370406
7311,medium,1.299445587
7312,medium,1.355964004
7313,medium,1.281656878
7314,medium,1.23818713
7315,medium,1.369413853
7316,medium,1.367154723
7317,medium,1.297018009
7318,medium,1.392384286
7319,medium,1.225522472
7320,medium,1.248000487
7321,medium,1.207957949
7322,medium,1.285815694
7323,medium,1.327639299
7324,medium,1.247812613
7325,medium,1.329050885
7326,medium,1.372262309
7327,medium,1.368597488
7328,medium,1.353167923
7329,medium,1.204553487
7330,medium,1.355401536
7331,medium,1.24662527
7332,medium,1.340364843
7333,medium,1.248017593
7334,medium,1.337959759
7335,medium,1.303997287
7336,medium,1.301086632
7337,medium,1.268634101
7338,medium,1.246258403
7339,medium,1.37541296
7340,medium,1.275923619
7341,medium,1.355517503
7342,medium,1.380362467
7343,medium,1.211522465
7344,medium,1.231547024
7345,medium,1.223022938
7346,medium,1.294760684
7347,medium,1.283943828
7348,medium,1.394206104
7349,medium,1.266829838
7350,medium,1.336817203
7351,medium,1.385381882
7352,medium,1.342232003
7353,medium,1.250621632
7354,medium,1.398368273
7355,medium,1.240139123
7356,medium,1.337961614
7357,medium,1.307038054
7358,medium,1.227376861
7359,medium,1.318246544
7360,medium,1.398656934
7361,medium,1.395019288
7362,medium,1.335400408
7363,medium,1.261780279
7364,medium,1.249029965
7365,medium,1.38892079
7366,medium,1.379633108
7367,medium,1.249338226
7368,medium,1.333913542
7369,medium,1.35761244
7370,medium,1.224025557
7371,medium,1.350210727
7372,medium,1.375802895
7373,medium,1.288653809
7374,medium,1.338693477
7375,medium,1.266437665
7376,medium,1.263943829
7377,medium,1.342178691
7378,medium,1.394133142
7379,medium,1.398312629
7380,medium,1.205086442
7381,medium,1.268855275
7382,medium,1.247741767
7383,medium,1.362089876
7384,medium,1.334232093
7385,medium,1.273670076
7386,medium,1.297360841
7387,medium,1.375237889
7388,medium,1.304541347
7389,medium,1.277336482
7390,medium,1.334750899
7391,medium,1.248300625
7395,medium,1.207598655
7401,medium,1.281588842
7404,medium,1.207060622
7406,medium,1.286597127
7409,medium,1.229703904
7411,medium,1.217038878
7415,medium,1.349124119
7417,medium,1.376007216
7419,medium,1.222474109
7420,medium,1.335767971
7421,medium,1.256804237
7422,medium,1.305378438
7423,medium,1.200479089
7424,medium,1.350052564
7431,medium,1.39097655
7433,medium,1.317079541
7438,medium,1.230575325
7442,medium,1.292212757
7451,medium,1.238615734
7453,medium,1.212605199
7454,medium,1.366534716
7455,medium,1.233924348
7456,medium,1.214947237
7457,medium,1.364862943
7458,medium,1.367073414
7459,medium,1.378776263
7460,medium,1.38944059
7461,medium,1.390654984
7462,medium,1.253584985
7463,medium,1.296072618
7464,medium,1.33690803
7465,medium,1.37409155
7466,medium,1.217166078
7467,medium,1.256016575
7468,medium,1.351361549
7469,medium,1.37450999
7470,medium,1.328406688
7471,medium,1.226468628
7472,medium,1.366456021
7473,medium,1.287323275
7474,medium,1.244946956
7475,medium,1.220631096
7476,medium,1.298604942
7477,medium,1.227583027
7478,medium,1.348265146
7479,medium,1.270362795
7480,medium,1.270313833
7481,medium,1.238323368
7482,medium,1.335926416
7483,medium,1.282802545
7484,medium,1.295717955
7485,medium,1.380281748
7486,medium,1.314158715
7487,medium,1.289693805
7488,medium,1.212498497
7489,medium,1.239423437
7490,medium,1.24446968
7491,medium,1.390633117
7492,medium,1.389984537
7493,medium,1.215366578
7494,medium,1.382890485
7495,medium,1.294560648
7496,medium,1.238342855
7497,medium,1.254163
7498,medium,1.358476208
7499,medium,1.370640781
7500,medium,1.268701605
7501,medium,1.214497058
7502,medium,1.263613414
7503,medium,1.264700004
7504,medium,1.362261415
7505,medium,1.201725728
7506,medium,1.355398869
7507,medium,1.335239495
7508,medium,1.242829511
7509,medium,1.38260713
7510,medium,1.208694479
7511,medium,1.296873311
7512,medium,1.358111973
7513,medium,1.373907733
7514,medium,1.310418995
7515,medium,1.253003052
7516,medium,1.387399346
7517,medium,1.394529262
7518,medium,1.201295651
7519,medium,1.268689856
7520,medium,1.267631569
7521,medium,1.344638233
7522,medium,1.255002703
7523,medium,1.203192558
7524,medium,1.237322057
7525,medium,1.272439017
7526,medium,1.368480797
7527,medium,1.336125177
7528,medium,1.27768616
7529,medium,1.350027806
7530,medium,1.211766859
7531,medium,1.38904692
7532,medium,1.359762035
7533,medium,1.266388185
7534,medium,1.22926267
7535,medium,1.338049916
7536,medium,1.363324248
7537,medium,1.279079972
7538,medium,1.256136914
7539,medium,1.36043554
7540,medium,1.381403107
7541,medium,1.316149677
7542,medium,1.344145134
7543,medium,1.274300578
7544,medium,1.306256264
7545,medium,1.282770034
7546,medium,1.268271496
7547,medium,1.221601876
7548,medium,1.336276562
7549,medium,1.34311025
7550,medium,1.289410403
7551,medium,1.383925576
7552,medium,1.346174886
7553,medium,1.37640941
7554,medium,1.297700719
7555,medium,1.214174852
7556,medium,1.218329174
7557,medium,1.304180542
7558,medium,1.324668157
7559,medium,1.236387777
7560,medium,1.375586637
7561,medium,1.28288956
7562,medium,1.324981343
7563,medium,1.324439641
7564,medium,1.334841935
7565,medium,1.315684225
7566,medium,1.225498832
7567,medium,1.278843145
7568,medium,1.231020237
7569,medium,1.278970192
7570,medium,1.207683311
7571,medium,1.27061166
7572,medium,1.266594478
7573,medium,1.369504459
7574,medium,1.363017086
7575,medium,1.287947419
7576,medium,1.350459367
7577,medium,1.228936845
7578,medium,1.342917537
7579,medium,1.333885464
7580,medium,1.346050899
7581,medium,1.29174291
7582,medium,1.253246835
7583,medium,1.301581601
7584,medium,1.243180354
7585,medium,1.366805042
7586,medium,1.286755373
7587,medium,1.245895572
7588,medium,1.265491652
7589,medium,1.396729799
7590,medium,1.289286573
7591,medium,1.399816269
7592,medium,1.341729951
7593,medium,1.276020591
7594,medium,1.257032645
7595,medium,1.280534468
7596,medium,1.206229919
7597,medium,1.364814492
7598,medium,1.355342303
7599,medium,1.39562515
7600,medium,1.300402185
7601,medium,1.276882711
7602,medium,1.30533418
7603,medium,1.369857564
7604,medium,1.213812011
7605,medium,1.3589782
7606,medium,1.331657495
7607,medium,1.269243118
7608,medium,1.324392415
7609,medium,1.26387476
7610,medium,1.354387309
7611,medium,1.251221232
7612,medium,1.350227189
7613,medium,1.255575774
7614,medium,1.210284823
7615,medium,1.216608735
7616,medium,1.389552779
7617,medium,1.263741543
7618,medium,1.230551396
7619,medium,1.351730546
7620,medium,1.308992403
7621,medium,1.332312698
7622,medium,1.323782923
7623,medium,1.314566849
7624,medium,1.317189173
7625,medium,1.262002865
7626,medium,1.258116144
7627,medium,1.213862677
7628,medium,1.212979058
7629,medium,1.372351375
7630,medium,1.337873194
7631,medium,1.34280352
7632,medium,1.230400222
7633,medium,1.219930906
7634,medium,1.306306541
7635,medium,1.230213482
7636,medium,1.348383018
7637,medium,1.346369756
7638,medium,1.353351499
7639,medium,1.342083857
7640,medium,1.352503519
7641,medium,1.394479464
7642,medium,1.273139
7643,medium,1.208889517
7644,medium,1.351680674
7645,medium,1.381320103
7646,medium,1.25834113
7647,medium,1.247313818
7648,medium,1.321841617
7649,medium,1.347464182
7650,medium,1.396277267
7651,medium,1.302690747
7652,medium,1.296939532
7653,medium,1.34605553
7654,medium,1.257333899
7655,medium,1.22295284
7656,medium,1.364598467
7657,medium,1.298126863
7658,medium,1.344500886
7659,medium,1.28467786
7660,medium,1.314067561
7661,medium,1.218814535
7662,medium,1.364737719
7663,medium,1.356086144
7664,medium,1.349964351
7665,medium,1.334447382
7666,medium,1.241180803
7667,medium,1.292371777
7668,medium,1.2849136
7669,medium,1.219077239
7670,medium,1.353294613
7671,medium,1.382647106
7672,medium,1.369037169
7673,medium,1.212175147
7674,medium,1.364753305
7675,medium,1.377060088
7676,medium,1.293996657
7677,medium,1.358752846
7678,medium,1.266752592
7679,medium,1.30749511
7680,medium,1.240271501
7681,medium,1.3556525
7682,medium,1.392393152
7683,medium,1.326005085
7684,medium,1.397247808
7685,medium,1.309666544
7686,medium,1.333924725
7687,medium,1.32307148
7688,medium,1.258746724
7689,medium,1.261045072
7690,medium,1.363765641
7691,medium,1.215834934
7692,medium,1.362230046
7693,medium,1.295246229
7694,medium,1.390383917
7695,medium,1.290303679
7696,medium,1.27004763
7697,medium,1.366068592
7698,medium,1.27039477
7699,medium,1.347468526
7700,medium,1.223166945
7701,medium,1.390066673
7702,medium,1.272529246
7703,medium,1.393270762
7704,medium,1.23681113
7705,medium,1.382227863
7706,medium,1.344549913
7707,medium,1.267242575
7708,medium,1.280085275
7709,medium,1.219310856
7710,medium,1.364866323
7711,medium,1.296795407
7712,medium,1.35915525
7713,medium,1.312305755
7714,medium,1.355469967
7715,medium,1.257888599
7716,medium,1.240615173
7717,medium,1.358321093
7718,medium,1.370628933
7719,medium,1.284866926
7720,medium,1.342241584
7721,medium,1.205569771
7722,medium,1.208019997
7723,medium,1.34955164
7724,medium,1.221407787
7725,medium,1.249376891
7726,medium,1.233356202
7727,medium,1.336593281
7728,medium,1.380357855
7729,medium,1.29642936
7730,medium,1.36775327
7731,medium,1.297761012
7732,medium,1.231494973
7733,medium,1.304544484
7734,medium,1.32891641
7735,medium,1.225634617
7736,medium,1.379404265
7737,medium,1.311523165
7738,medium,1.246958221
7739,medium,1.20925259
7740,medium,1.317190318
7741,medium,1.360687595
7742,medium,1.331289984
7743,medium,1.398107766
7744,medium,1.369459614
7745,medium,1.217179116
7746,medium,1.294539323
7747,medium,1.227983481
7748,medium,1.219956971
7749,medium,1.208356078
7750,medium,1.357054516
7751,medium,1.202353687
7752,medium,1.372613412
7753,medium,1.265078076
7754,medium,1.356616163
7755,medium,1.372519439
7756,medium,1.222253883
7757,medium,1.272547826
7758,medium,1.395621953
7759,medium,1.348238384
7760,medium,1.212807775
7761,medium,1.371155006
7762,medium,1.318860364
7763,medium,1.309259391
7764,medium,1.211705036
7765,medium,1.204334082
7766,medium,1.24525683
7767,medium,1.390006753
7768,medium,1.306840491
7769,medium,1.260183035
7770,medium,1.364072504
7771,medium,1.265996153
7772,medium,1.294350374
7773,medium,1.214244175
7774,medium,1.271464006
7775,medium,1.223852174
7776,medium,1.295862146
7777,medium,1.251535622
7778,medium,1.320713665
7779,medium,1.348068652
7780,medium,1.352137812
7781,medium,1.326418497
7782,medium,1.307752985
7783,medium,1.249634463
7784,medium,1.349346003
7785,medium,1.321241478
7786,medium,1.336638302
7787,medium,1.354461155
7788,medium,1.230987629
7789,medium,1.201128743
7790,medium,1.204166674
7791,medium,1.339023295
7792,medium,1.290111022
7793,medium,1.39473233
7794,medium,1.242352395
7795,medium,1.227484956
7796,medium,1.239428625
7797,medium,1.227883421
7798,medium,1.336513445
7799,medium,1.212396154
7800,medium,1.308066585
7801,medium,1.38364121
7802,medium,1.394267986
7803,medium,1.330052589
7804,medium,1.254943362
